"date","order_id","customer_id","product_id","product_name","category","quantity","price","discount","region","payment_method","shipping_type"
2024-05-09,"ORD10659","C1246","SKU-759","Secador Pelo","Electrónica",9,50675,0.15,"Metropolitana","Tranferencia","Económico"
2024-05-09,"ORD15609","C1233","SKU-5709","Parlante Bluetooth","Cuidado Personal",3,101203,0,"Norte","Crédito","Retiro En Tienda"
2024-05-09,"ORD18877","C1142","SKU-8977","Set Mancuernas","Accesorios",2,58386,0.15,"Centro","Débito","Económico"
2024-05-09,"ORD16260","C1232","SKU-6360","Cargador Rápido","Electrónica",4,68446,0.25,"Araucanía","Efectivo","Económico"
2024-05-09,"ORD10452","C1260","SKU-552","Organizador Ropa","Electrónica",2,113830,0.1,"Metropolitana","Débito","Express"
2024-05-09,"ORD17828","C1394","SKU-7928","Organizador Ropa","Electrónica",1,12670,0.2,"Biobío","Otro","Retiro En Tienda"
2024-05-09,"ORD15736","C1166","SKU-5836","Mouse Inalámbrico","Hogar",5,65665,0.1,"Araucanía","Crédito","Express"
2024-05-09,"ORD16252","C1308","SKU-6352","Cámara Web HD","Deporte",4,78739,0.25,"Araucanía","Débito","Económico"
2024-05-09,"ORD15888","C1185","SKU-5988","Funda Celular","Accesorios",6,109880,0.05,"Biobío","Crédito","Normal"
2024-05-09,"ORD19821","C1396","SKU-9921","Set Mancuernas","Accesorios",1,34999,0,"Metropolitana","Débito","Retiro En Tienda"
2024-05-09,"ORD16959","C1268","SKU-7059","Plancha Pelo","Deporte",1,247614,0.05,"Norte","Tarjeta","Otro"
2024-05-10,"ORD19087","C1128","SKU-9187","Cámara Web HD","Deporte",1,115502,0,"Sur","Débito","Retiro En Tienda"
2024-05-10,"ORD16680","C1228","SKU-6780","Funda Celular","Accesorios",1,73980,0.2,"Norte","Débito","Económico"
2024-05-10,"ORD15164","C1092","SKU-5264","Funda Celular","Accesorios",6,72921,0,"Araucanía","Tarjeta","Express"
2024-05-10,"ORD19995","C1333","SKU-10095","Parlante Bluetooth","Belleza",4,102931,0,"Norte","Transferencia","Económico"
2024-05-10,"ORD14566","C1121","SKU-4666","Batería Portátil","Belleza",1,44670,0.05,"Biobío","Débito","Express"
2024-05-10,"ORD10480","C1354","SKU-580","Lámpara LED","Deporte",6,66636,0.1,"Centro","Transferencia","Económico"
2024-05-10,"ORD11544","C1282","SKU-1644","Maquillaje Básico","Belleza",1,68433,0.3,"Biobío","Débito","Retiro En Tienda"
2024-05-10,"ORD19197","C1260","SKU-9297","Balón Fútbol","Cuidado Personal",117,99929,0.3,"Araucanía","Crédito","Económico"
2024-05-10,"ORD19675","C1230","SKU-9775","Mouse Inalámbrico","Hogar",6,21069,0.1,"Sur","Tarjeta","Económico"
2024-05-10,"ORD17082","C1213","SKU-7182","Maquillaje Básico","Belleza",3,46807,0,"Norte","Transferencia","Normal"
2024-05-10,"ORD15911","C1167","SKU-6011","Cámara Web HD","Deporte",1,106880,0,"Norte","Transferencia","Retiro En Tienda"
2024-05-10,"ORD11866","C1220","SKU-1966","Set Mancuernas","Accesorios",6,83075,0,"Metropolitana","Débito","Express"
2024-05-10,"ORD17332","C1219","SKU-7432","Plancha Pelo","Deporte",5,19639,0.15,"Sur","Tarjeta","Retiro En Tienda"
2024-05-10,"ORD16676","C1063","SKU-6776","Lámpara LED","Deporte",5,104642,0.1,"Biobío","Efectivo","Normal"
2024-05-10,"ORD15300","C1190","SKU-5400","Cargador Rápido","Electrónica",2,88421,0.15,"Centro","Crédito","Retiro En Tienda"
2024-05-10,"ORD12874","C1056","SKU-2974","Cepillo Facial","Hogar",5,18358,0,"Araucanía","Crédito","Express"
2024-05-10,"ORD10697","C1334","SKU-797","Cuchillos Cocina","Hogar",4,71423,0,"Metropolitana","Credíto","Retiro En Tienda"
2024-05-10,"ORD18603","C1371","SKU-8703","Tendedero Plegable","Deporte",3,22588,0,"Araucanía","Débito","Normal"
2024-05-10,"ORD13537","C1322","SKU-3637","Mouse Inalámbrico","Hogar",6,38387,0.3,"Norte","Crédito","Normal"
2024-05-10,"ORD12475","C1062","SKU-2575","Secador Pelo","Electrónica",1,31828,0.25,"Araucanía","Tarjeta","Otro"
2024-05-11,"ORD15196","C1395","SKU-5296","Teclado Mecánico","Electrónica",3,104526,0.15,"Centro","Efectivo","Normal"
2024-05-11,"ORD12215","C1121","SKU-2315","Perfume Floral","Belleza",122,69657,0.05,"Biobío","Credíto","Retiro En Tienda"
2024-05-11,"ORD19582","C1021","SKU-9682","Tendedero Plegable","Deporte",4,116416,0,"Biobío","Tarjeta","Otro"
2024-05-11,"ORD18212","C1221","SKU-8312","Mouse Inalámbrico","Hogar",3,45215,0.1,"Metropolitana","Transferencia","Normal"
2024-05-11,"ORD19432","C1261","SKU-9532","Cuchillos Cocina","Hogar",143,118096,0.1,"Sur","Efectivo","Express"
2024-05-11,"ORD13443","C1187","SKU-3543","Botella Deportiva","Belleza",6,21206,0,"Biobío","Efectivo","Económico"
2024-05-11,"ORD15571","C1048","SKU-5671","Tendedero Plegable","Deporte",2,16090,0.05,"Norte","Efectivo","Express"
2024-05-11,"ORD11708","C1264","SKU-1808","Teclado Mecánico","Electrónica",2,48475,0,"Centro","Tranferencia","Otro"
2024-05-11,"ORD12143","C1048","SKU-2243","Cuchillos Cocina","Hogar",3,80517,0.05,"Norte","Débito","Express"
2024-05-11,"ORD13512","C1321","SKU-3612","Cámara Web HD","Deporte",2,75841,0.1,"Norte","Crédito","Normal"
2024-05-11,"ORD14712","C1140","SKU-4812","Cable USB-C","Belleza",6,54209,0,"Metropolitana","Tranferencia","Retiro En Tienda"
2024-05-11,"ORD17001","C1314","SKU-7101","Batería Portátil","Otro",6,42768,0.25,"Metropolitana","Otro","Económico"
2024-05-11,"ORD13943","C1363","SKU-4043","Mouse Inalámbrico","Hogar",2,86512,0.1,"Biobío","Transferencia","Normal"
2024-05-11,"ORD12332","C1284","SKU-2432","Cepillo Facial","Hogar",6,11630,0,"Biobío","Efectivo","Express"
2024-05-11,"ORD16684","C1365","SKU-6784","Cepillo Facial","Hogar",1,8308,0.1,"Araucanía","Tranferencia","Retiro En Tienda"
2024-05-11,"ORD10717","C1021","SKU-817","Cargador Rápido","Electrónica",2,12648,0.1,"Biobío","Débito","Otro"
2024-05-11,"ORD15084","C1392","SKU-5184","Cepillo Facial","Hogar",2,71752,0.2,"Araucanía","Efectivo","Económico"
2024-05-11,"ORD10869","C1124","SKU-969","Cámara Web HD","Deporte",2,87545,0.05,"Araucanía","Efectivo","Express"
2024-05-11,"ORD11465","C1194","SKU-1565","Teclado Mecánico","Electrónica",5,84250,0,"Metropolitana","Tarjeta","Económico"
2024-05-11,"ORD16582","C1035","SKU-6682","Otro","Belleza",4,46033,0.3,"Centro","Transferencia","Retiro En Tienda"
2024-05-11,"ORD17847","C1312","SKU-7947","Tendedero Plegable","Deporte",4,4203,0,"Sur","Crédito","Retiro En Tienda"
2024-05-12,"ORD14513","C1170","SKU-4613","Organizador Ropa","Electrónica",4,49012,0.15,"Centro","Otro","Otro"
2024-05-12,"ORD12265","C1241","SKU-2365","Sartén Antiadherente","Belleza",5,73103,0.15,"Centro","Efectivo","Retiro En Tienda"
2024-05-12,"ORD15017","C1350","SKU-5117","Set Mancuernas","Accesorios",3,52811,0.05,"Norte","Crédito","Económico"
2024-05-12,"ORD16105","C1142","SKU-6205","Zapatillas Run","Belleza",4,118595,0.1,"Sur","Crédito","Normal"
2024-05-12,"ORD10949","C1373","SKU-1049","Organizador Ropa","Electrónica",5,85566,0.15,"Sur","Efectivo","Normal"
2024-05-12,"ORD11835","C1120","SKU-1935","Tendedero Plegable","Deporte",4,20394,0.25,"Sur","Efectivo","Económico"
2024-05-12,"ORD14844","C1238","SKU-4944","Parlante Bluetooth","Belleza",4,44248,0.2,"Araucanía","Crédito","Retiro En Tienda"
2024-05-12,"ORD13463","C1332","SKU-3563","Sartén Antiadherente","Belleza",6,106841,0,"Sur","Tarjeta","Normal"
2024-05-12,"ORD18652","C1123","SKU-8752","Tendedero Plegable","Deporte",6,108633,0,"Biobío","Otro","Normal"
2024-05-12,"ORD16041","C1241","SKU-6141","Mouse Inalámbrico","Hogar",6,94406,0.05,"Araucanía","Débito","Económico"
2024-05-12,"ORD16419","C1342","SKU-6519","Sartén Antiadherente","Otro",3,64445,0.3,"Araucanía","Efectivo","Normal"
2024-05-12,"ORD11421","C1362","SKU-1521","Cuchillos Cocina","Hogar",16,28140,0,"Norte","Transferencia","Express"
2024-05-12,"ORD13939","C1290","SKU-4039","Cargador Rápido","Electrónica",5,115529,0.05,"Norte","Efectivo","Express"
2024-05-12,"ORD17522","C1194","SKU-7622","Cargador Rápido","Electrónica",4,14534,0.2,"Sur","Débito","Express"
2024-05-12,"ORD16511","C1223","SKU-6611","Balón Fútbol","Belleza",3,109699,0,"Norte","Otro","Express"
2024-05-13,"ORD11177","C1146","SKU-1277","Balón Fútbol","Belleza",1,102324,0,"Sur","Transferencia","Normal"
2024-05-13,"ORD18968","C1311","SKU-9068","Cargador Rápido","Otro",5,10650,0,"Sur","Tarjeta","Normal"
2024-05-13,"ORD11610","C1040","SKU-1710","Plancha Pelo","Deporte",5,59436,0,"Araucanía","Otro","Retiro En Tienda"
2024-05-13,"ORD19102","C1274","SKU-9202","Otro","Electrónica",1,79432,0.15,"Biobío","Tarjeta","Retiro En Tienda"
2024-05-13,"ORD19324","C1288","SKU-9424","Smartwatch Lite","Accesorios",7,67742,0.1,"Metropolitana","Debito","Normal"
2024-05-13,"ORD19108","C1202","SKU-9208","Cable USB-C","Belleza",3,103930,0.25,"Sur","Tarjeta","Otro"
2024-05-13,"ORD12026","C1250","SKU-2126","Audífonos Pro","Accesorios",4,111820,0.15,"Sur","Transferencia","Retiro En Tienda"
2024-05-13,"ORD12107","C1115","SKU-2207","Smartwatch Lite","Accesorios",6,67010,0.1,"Centro","Efectivo","Económico"
2024-05-13,"ORD12324","C1112","SKU-2424","Cargador Rápido","Electrónica",4,57698,0.05,"Araucanía","Transferencia","Económico"
2024-05-13,"ORD11881","C1316","SKU-1981","Balón Fútbol","Belleza",2,52564,0,"Araucanía","Tarjeta","Retiro En Tienda"
2024-05-13,"ORD13909","C1068","SKU-4009","Cargador Rápido","Electrónica",5,108114,0.05,"Sur","Débito","Retiro En Tienda"
2024-05-13,"ORD16088","C1119","SKU-6188","Sartén Antiadherente","Otro",4,77453,0,"Norte","Tarjeta","Normal"
2024-05-13,"ORD16708","C1029","SKU-6808","Botella Deportiva","Belleza",3,82538,0.25,"Araucanía","Efectivo","Retiro En Tienda"
2024-05-13,"ORD10483","C1057","SKU-583","Zapatillas Run","Belleza",5,65994,0,"Sur","Efectivo","Express"
2024-05-13,"ORD17295","C1022","SKU-7395","Teclado Mecánico","Electrónica",3,92476,0.05,"Metropolitana","Efectivo","Retiro En Tienda"
2024-05-13,"ORD16087","C1118","SKU-6187","Plancha Pelo","Deporte",5,54937,0.15,"Norte","Tarjeta","Express"
2024-05-13,"ORD16947","C1183","SKU-7047","Batería Portátil","Otro",3,30679,0.25,"Araucanía","Crédito","Normal"
2024-05-13,"ORD17050","C1313","SKU-7150","Sartén Antiadherente","Cuidado Personal",6,117113,0,"Metropolitana","Credíto","Retiro En Tienda"
2024-05-14,"ORD13251","C1118","SKU-3351","Funda Celular","Accesorios",1,93556,0.2,"Norte","Crédito","Económico"
2024-05-14,"ORD17521","C1044","SKU-7621","Zapatillas Run","Belleza",31,14699,0.05,"Sur","Transferencia","Express"
2024-05-14,"ORD18789","C1084","SKU-8889","Set Mancuernas","Accesorios",4,116491,0,"Centro","Efectivo","Económico"
2024-05-14,"ORD16921","C1332","SKU-7021","Maquillaje Básico","Belleza",6,21181,0.2,"Araucanía","Transferencia","Express"
2024-05-14,"ORD12548","C1285","SKU-2648","Cable USB-C","Belleza",3,75259,0.1,"Centro","Crédito","Express"
2024-05-14,"ORD16650","C1186","SKU-6750","Smartwatch Lite","Accesorios",4,45124,0.1,"Sur","Débito","Otro"
2024-05-14,"ORD19380","C1158","SKU-9480","Cable USB-C","Belleza",1,56230,0,"Biobío","Efectivo","Normal"
2024-05-14,"ORD15834","C1047","SKU-5934","Cepillo Facial","Hogar",5,26814,0.25,"Araucanía","Débito","Express"
2024-05-14,"ORD18819","C1126","SKU-8919","Cepillo Facial","Hogar",4,59835,0.15,"Centro","Transferencia","Económico"
2024-05-14,"ORD19751","C1367","SKU-9851","Set Mancuernas","Accesorios",2,72567,0.05,"Norte","Efectivo","Normal"
2024-05-14,"ORD18188","C1222","SKU-8288","Tendedero Plegable","Deporte",1,63977,0.3,"Sur","Transferencia","Retiro En Tienda"
2024-05-14,"ORD17616","C1303","SKU-7716","Perfume Floral","Belleza",1,67643,0.2,"Metropolitana","Crédito","Normal"
2024-05-14,"ORD12730","C1004","SKU-2830","Balón Fútbol","Belleza",3,52337,0.15,"Metropolitana","Tarjeta","Otro"
2024-05-14,"ORD16927","C1391","SKU-7027","Maquillaje Básico","Belleza",3,18237,0.2,"Norte","Otro","Express"
2024-05-15,"ORD18578","C1346","SKU-8678","Teclado Mecánico","Electrónica",1,107775,0.15,"Norte","Tarjeta","Express"
2024-05-15,"ORD16665","C1205","SKU-6765","Cepillo Facial","Hogar",6,26296,0.15,"Centro","Transferencia","Normal"
2024-05-15,"ORD13554","C1387","SKU-3654","Tendedero Plegable","Deporte",6,29816,0.2,"Metropolitana","Efectivo","Económico"
2024-05-15,"ORD13637","C1273","SKU-3737","Cepillo Facial","Hogar",5,9543,0.1,"Centro","Efectivo","Express"
2024-05-15,"ORD19216","C1380","SKU-9316","Zapatillas Run","Belleza",5,110914,0,"Centro","Efectivo","Económico"
2024-05-15,"ORD16969","C1325","SKU-7069","Cuchillos Cocina","Hogar",4,90417,0.05,"Metropolitana","Credíto","Económico"
2024-05-15,"ORD12620","C1383","SKU-2720","Cuchillos Cocina","Casa",5,32095,0.25,"Metropolitana","Tarjeta","Express"
2024-05-15,"ORD10200","C1347","SKU-300","Tendedero Plegable","Deporte",6,12762,0,"Biobío","Tarjeta","Express"
2024-05-15,"ORD10220","C1111","SKU-320","Botella Deportiva","Belleza",6,14432,0,"Biobío","Transferencia","Express"
2024-05-15,"ORD14993","C1393","SKU-5093","Botella Deportiva","Belleza",5,48197,0.2,"Biobío","Credíto","Normal"
2024-05-15,"ORD15351","C1298","SKU-5451","Funda Celular","Accesorios",3,21672,0.05,"Biobío","Transferencia","Normal"
2024-05-15,"ORD11999","C1128","SKU-2099","Tendedero Plegable","Deporte",2,68538,0.05,"Araucanía","Credíto","Económico"
2024-05-15,"ORD19366","C1165","SKU-9466","Mouse Inalámbrico","Hogar",3,94126,0.1,"Metropolitana","Credíto","Normal"
2024-05-15,"ORD16382","C1070","SKU-6482","Lámpara LED","Deporte",3,102660,0.1,"Biobío","Transferencia","Otro"
2024-05-15,"ORD12888","C1217","SKU-2988","Funda Celular","Accesorios",1,31562,0.05,"Centro","Otro","Retiro En Tienda"
2024-05-15,"ORD19260","C1094","SKU-9360","Cepillo Facial","Hogar",4,116414,0,"Norte","Otro","Express"
2024-05-16,"ORD17750","C1370","SKU-7850","Cable USB-C","Belleza",5,22943,0.05,"Norte","Tarjeta","Retiro En Tienda"
2024-05-16,"ORD12676","C1192","SKU-2776","Cámara Web HD","Deporte",3,85854,0,"Metropolitana","Tarjeta","Retiro En Tienda"
2024-05-16,"ORD12559","C1056","SKU-2659","Sartén Antiadherente","Belleza",6,13452,0.25,"Metropolitana","Tarjeta","Normal"
2024-05-16,"ORD16339","C1276","SKU-6439","Tendedero Plegable","Deporte",2,43790,0.15,"Araucanía","Otro","Otro"
2024-05-16,"ORD13007","C1367","SKU-3107","Lámpara LED","Deporte",134,86880,0.3,"Sur","Efectivo","Express"
2024-05-16,"ORD17322","C1143","SKU-7422","Botella Deportiva","Belleza",4,19911,0.05,"Metropolitana","Efectivo","Económico"
2024-05-16,"ORD18896","C1210","SKU-8996","Set Mancuernas","Accesorios",4,67368,0.15,"Norte","Tarjeta","Express"
2024-05-16,"ORD18051","C1077","SKU-8151","Plancha Pelo","Deporte",1,15946,0.1,"Centro","Otro","Otro"
2024-05-16,"ORD16978","C1056","SKU-7078","Lámpara LED","Deporte",6,114882,0.05,"Centro","Crédito","Retiro En Tienda"
2024-05-16,"ORD12677","C1209","SKU-2777","Mouse Inalámbrico","Hogar",1,76089,0.15,"Biobío","Débito","Retiro En Tienda"
2024-05-16,"ORD13242","C1378","SKU-3342","Plancha Pelo","Deporte",159,18595,0.1,"Norte","Débito","Normal"
2024-05-16,"ORD17614","C1364","SKU-7714","Cámara Web HD","Deporte",4,33295,0.1,"Metropolitana","Tarjeta","Normal"
2024-05-16,"ORD15327","C1064","SKU-5427","Smartwatch Lite","Accesorios",4,60045,0.05,"Araucanía","Débito","Retiro En Tienda"
2024-05-16,"ORD18325","C1308","SKU-8425","Cable USB-C","Belleza",3,63841,0,"Metropolitana","Débito","Otro"
2024-05-17,"ORD16980","C1156","SKU-7080","Sartén Antiadherente","Belleza",2,35892,0.2,"Araucanía","Tarjeta","Normal"
2024-05-17,"ORD16020","C1166","SKU-6120","Perfume Floral","Belleza",4,67865,0.05,"Biobío","Débito","Económico"
2024-05-17,"ORD16643","C1097","SKU-6743","Cargador Rápido","Electrónica",4,43547,0.25,"Biobío","Débito","Económico"
2024-05-17,"ORD12745","C1079","SKU-2845","Botella Deportiva","Cuidado Personal",6,45350,0,"Norte","Efectivo","Retiro En Tienda"
2024-05-17,"ORD17694","C1077","SKU-7794","Lámpara LED","Deporte",6,58850,0,"Centro","Transferencia","Retiro En Tienda"
2024-05-17,"ORD16353","C1227","SKU-6453","Secador Pelo","Electrónica",5,113409,0.2,"Metropolitana","Tarjeta","Normal"
2024-05-17,"ORD16378","C1114","SKU-6478","Lámpara LED","Deporte",3,111548,0.3,"Norte","Transferencia","Retiro En Tienda"
2024-05-17,"ORD16132","C1011","SKU-6232","Zapatillas Run","Belleza",1,29616,0,"Norte","Transferencia","Otro"
2024-05-17,"ORD13916","C1264","SKU-4016","Batería Portátil","Cuidado Personal",2,112905,0.05,"Sur","Otro","Económico"
2024-05-17,"ORD13782","C1064","SKU-3882","Teclado Mecánico","Electrónica",2,41640,0.3,"Biobío","Efectivo","Otro"
2024-05-17,"ORD17621","C1176","SKU-7721","Tendedero Plegable","Otro",1,17808,0.05,"Araucanía","Crédito","Express"
2024-05-17,"ORD15333","C1277","SKU-5433","Cuchillos Cocina","Casa",4,18859,0.15,"Sur","Débito","Normal"
2024-05-17,"ORD11282","C1181","SKU-1382","Teclado Mecánico","Electrónica",6,43221,0,"Metropolitana","Otro","Retiro En Tienda"
2024-05-17,"ORD14662","C1306","SKU-4762","Parlante Bluetooth","Cuidado Personal",6,70038,0.15,"Biobío","Tarjeta","Normal"
2024-05-17,"ORD17146","C1366","SKU-7246","Maquillaje Básico","Belleza",4,26988,0,"Norte","Débito","Retiro En Tienda"
2024-05-17,"ORD13012","C1025","SKU-3112","Funda Celular","Accesorios",2,31786,0,"Centro","Efectivo","Normal"
2024-05-18,"ORD14970","C1210","SKU-5070","Cámara Web HD","Deporte",4,75322,0.2,"Araucanía","Tarjeta","Económico"
2024-05-18,"ORD17251","C1193","SKU-7351","Maquillaje Básico","Belleza",18,25461,0,"Metropolitana","Efectivo","Normal"
2024-05-18,"ORD11182","C1133","SKU-1282","Mouse Inalámbrico","Hogar",3,85230,0.15,"Norte","Tarjeta","Normal"
2024-05-18,"ORD14491","C1184","SKU-4591","Cepillo Facial","Hogar",4,51324,0.25,"Sur","Transferencia","Retiro En Tienda"
2024-05-18,"ORD16452","C1360","SKU-6552","Secador Pelo","Electrónica",5,35734,0.1,"Metropolitana","Credíto","Económico"
2024-05-18,"ORD17845","C1064","SKU-7945","Audífonos Pro","Accesorios",2,11450,0,"Biobío","Debito","Express"
2024-05-18,"ORD19562","C1152","SKU-9662","Funda Celular","Accesorios",4,89856,0.1,"Araucanía","Credíto","Económico"
2024-05-18,"ORD11438","C1038","SKU-1538","Smartwatch Lite","Accesorios",1,77789,0.1,"Araucanía","Débito","Express"
2024-05-18,"ORD18643","C1149","SKU-8743","Audífonos Pro","Accesorios",1,5442,0.2,"Metropolitana","Débito","Normal"
2024-05-18,"ORD19613","C1323","SKU-9713","Maquillaje Básico","Belleza",3,84643,0,"Metropolitana","Débito","Retiro En Tienda"
2024-05-18,"ORD18499","C1357","SKU-8599","Audífonos Pro","Accesorios",5,101423,0,"Centro","Débito","Normal"
2024-05-19,"ORD13530","C1186","SKU-3630","Mouse Inalámbrico","Hogar",5,70979,0.3,"Centro","Otro","Normal"
2024-05-19,"ORD13547","C1392","SKU-3647","Secador Pelo","Electrónica",157,54667,0.2,"Centro","Crédito","Normal"
2024-05-19,"ORD13373","C1008","SKU-3473","Tendedero Plegable","Deporte",6,23209,0,"Centro","Débito","Otro"
2024-05-19,"ORD11706","C1337","SKU-1806","Tendedero Plegable","Deporte",1,98070,0.05,"Centro","Crédito","Express"
2024-05-19,"ORD10628","C1352","SKU-728","Funda Celular","Accesorios",5,39308,0,"Metropolitana","Efectivo","Express"
2024-05-19,"ORD17265","C1362","SKU-7365","Sartén Antiadherente","Belleza",3,96187,0,"Sur","Débito","Económico"
2024-05-19,"ORD13929","C1388","SKU-4029","Plancha Pelo","Deporte",5,119311,0,"Sur","Tarjeta","Retiro En Tienda"
2024-05-19,"ORD19957","C1284","SKU-10057","Cargador Rápido","Electrónica",1,108347,0,"Sur","Tarjeta","Económico"
2024-05-19,"ORD11738","C1152","SKU-1838","Funda Celular","Accesorios",1,110354,0,"Sur","Efectivo","Retiro En Tienda"
2024-05-19,"ORD11512","C1382","SKU-1612","Colchoneta Yoga","Electrónica",2,64828,0.2,"Biobío","Efectivo","Retiro En Tienda"
2024-05-19,"ORD15691","C1023","SKU-5791","Perfume Floral","Belleza",5,81994,0.05,"Sur","Transferencia","Económico"
2024-05-19,"ORD17698","C1057","SKU-7798","Maquillaje Básico","Otro",1,110341,0.25,"Norte","Otro","Retiro En Tienda"
2024-05-19,"ORD10292","C1220","SKU-392","Balón Fútbol","Cuidado Personal",4,105903,0,"Metropolitana","Tarjeta","Retiro En Tienda"
2024-05-19,"ORD18618","C1342","SKU-8718","Colchoneta Yoga","Electrónica",3,117848,0.25,"Biobío","Otro","Otro"
2024-05-19,"ORD12688","C1234","SKU-2788","Perfume Floral","Belleza",3,30489,0.1,"Araucanía","Otro","Otro"
2024-05-19,"ORD11677","C1030","SKU-1777","Batería Portátil","Otro",6,45330,0.1,"Biobío","Otro","Económico"
2024-05-20,"ORD15401","C1230","SKU-5501","Balón Fútbol","Belleza",152,63784,0,"Metropolitana","Tarjeta","Express"
2024-05-20,"ORD11003","C1267","SKU-1103","Teclado Mecánico","Electrónica",4,6296,0.3,"Metropolitana","Crédito","Express"
2024-05-20,"ORD15731","C1180","SKU-5831","Plancha Pelo","Deporte",5,89074,0.25,"Centro","Débito","Retiro En Tienda"
2024-05-20,"ORD10583","C1203","SKU-683","Batería Portátil","Belleza",4,58384,0.25,"Centro","Débito","Retiro En Tienda"
2024-05-20,"ORD10065","C1388","SKU-165","Zapatillas Run","Belleza",5,70570,0.05,"Sur","Efectivo","Económico"
2024-05-20,"ORD16316","C1156","SKU-6416","Audífonos Pro","Accesorios",1,39919,0.05,"Biobío","Tarjeta","Económico"
2024-05-20,"ORD13819","C1253","SKU-3919","Parlante Bluetooth","Belleza",4,62821,0.1,"Biobío","Transferencia","Retiro En Tienda"
2024-05-20,"ORD10736","C1183","SKU-836","Lámpara LED","Deporte",3,66923,0,"Araucanía","Débito","Normal"
2024-05-20,"ORD19666","C1129","SKU-9766","Cámara Web HD","Deporte",1,67234,0.1,"Sur","Tarjeta","Normal"
2024-05-20,"ORD17501","C1384","SKU-7601","Mouse Inalámbrico","Hogar",5,22591,0.25,"Araucanía","Efectivo","Retiro En Tienda"
2024-05-20,"ORD15193","C1225","SKU-5293","Zapatillas Run","Belleza",6,66602,0.05,"Sur","Efectivo","Normal"
2024-05-20,"ORD15263","C1300","SKU-5363","Plancha Pelo","Deporte",1,51210,0.3,"Metropolitana","Transferencia","Normal"
2024-05-20,"ORD14653","C1300","SKU-4753","Maquillaje Básico","Belleza",4,82525,0.15,"Centro","Débito","Express"
2024-05-21,"ORD14330","C1399","SKU-4430","Cepillo Facial","Casa",4,81595,0,"Biobío","Tarjeta","Económico"
2024-05-21,"ORD12546","C1017","SKU-2646","Botella Deportiva","Cuidado Personal",3,25276,0,"Sur","Tarjeta","Otro"
2024-05-21,"ORD19414","C1079","SKU-9514","Cargador Rápido","Electrónica",3,118037,0,"Araucanía","Tarjeta","Normal"
2024-05-21,"ORD17289","C1056","SKU-7389","Cargador Rápido","Electrónica",1,9022,0.1,"Araucanía","Transferencia","Normal"
2024-05-21,"ORD18565","C1242","SKU-8665","Perfume Floral","Belleza",4,116869,0.1,"Centro","Débito","Retiro En Tienda"
2024-05-21,"ORD14321","C1069","SKU-4421","Cámara Web HD","Deporte",4,29205,0.1,"Araucanía","Tarjeta","Económico"
2024-05-21,"ORD17036","C1195","SKU-7136","Tendedero Plegable","Deporte",5,37786,0,"Biobío","Crédito","Express"
2024-05-21,"ORD11197","C1111","SKU-1297","Cable USB-C","Belleza",5,88729,0.3,"Sur","Transferencia","Retiro En Tienda"
2024-05-21,"ORD13142","C1066","SKU-3242","Perfume Floral","Belleza",1,61783,0.05,"Biobío","Crédito","Normal"
2024-05-21,"ORD14798","C1085","SKU-4898","Secador Pelo","Electrónica",2,95338,0.15,"Norte","Transferencia","Express"
2024-05-21,"ORD19625","C1367","SKU-9725","Tendedero Plegable","Deporte",5,99275,0.2,"Metropolitana","Efectivo","Retiro En Tienda"
2024-05-21,"ORD11260","C1087","SKU-1360","Smartwatch Lite","Accesorios",1,46937,0,"Araucanía","Transferencia","Económico"
2024-05-21,"ORD14462","C1338","SKU-4562","Sartén Antiadherente","Belleza",3,24281,0.2,"Norte","Credíto","Económico"
2024-05-21,"ORD12105","C1263","SKU-2205","Maquillaje Básico","Belleza",110,94951,0,"Biobío","Tarjeta","Normal"
2024-05-21,"ORD16283","C1175","SKU-6383","Cable USB-C","Belleza",4,87920,0.2,"Centro","Débito","Express"
2024-05-22,"ORD10118","C1243","SKU-218","Smartwatch Lite","Accesorios",6,102286,0.05,"Araucanía","Otro","Normal"
2024-05-22,"ORD15008","C1076","SKU-5108","Parlante Bluetooth","Cuidado Personal",1,119153,0.2,"Centro","Efectivo","Retiro En Tienda"
2024-05-22,"ORD10596","C1142","SKU-696","Maquillaje Básico","Belleza",2,52809,0.2,"Centro","Tranferencia","Económico"
2024-05-22,"ORD13002","C1043","SKU-3102","Lámpara LED","Deporte",3,54219,0,"Sur","Débito","Express"
2024-05-22,"ORD10029","C1238","SKU-129","Funda Celular","Accesorios",4,105654,0.1,"Biobío","Otro","Otro"
2024-05-22,"ORD14730","C1057","SKU-4830","Cámara Web HD","Deporte",2,83083,0.2,"Araucanía","Débito","Express"
2024-05-22,"ORD16405","C1103","SKU-6505","Parlante Bluetooth","Belleza",4,102174,0,"Biobío","Débito","Otro"
2024-05-22,"ORD13240","C1399","SKU-3340","Cable USB-C","Belleza",5,101342,0,"Araucanía","Crédito","Retiro En Tienda"
2024-05-22,"ORD13062","C1225","SKU-3162","Batería Portátil","Belleza",4,76300,0.1,"Metropolitana","Otro","Económico"
2024-05-22,"ORD18964","C1348","SKU-9064","Perfume Floral","Belleza",6,72452,0.3,"Centro","Transferencia","Express"
2024-05-22,"ORD14104","C1188","SKU-4204","Secador Pelo","Electrónica",6,80777,0.15,"Biobío","Transferencia","Retiro En Tienda"
2024-05-22,"ORD10733","C1338","SKU-833","Secador Pelo","Electrónica",146,92563,0.2,"Centro","Efectivo","Otro"
